Name,Brand,Price,Rating,Product_URL
940v4,New Balance,$129.99 ,4,https://www.zappos.com/p/new-balance-940v4-black-magnet/product/9326436/color/363604
Todos,Nike,$60.00 ,,https://www.zappos.com/p/nike-todos-black-black-black-anthracite/product/9288345/color/224119
Todos,Nike,$60.00 ,,https://www.zappos.com/p/nike-todos-white-black/product/9288345/color/742
Todos,Nike,$60.00 ,,https://www.zappos.com/p/nike-todos-black-white/product/9288345/color/151
Peregrine 8 ICE+,Saucony,$149.95 ,4,https://www.zappos.com/p/saucony-peregrine-8-ice-black-white/product/9060117/color/151
Cloudflyer,On,$159.99 ,4,https://www.zappos.com/p/on-cloudflyer-black-white/product/8624314/color/151
Cloudflyer,On,$159.99 ,4,https://www.zappos.com/p/on-cloudflyer-blue-white/product/8624314/color/1418
Versafoam Cohesion 12,Saucony,$39.95 ,4,https://www.zappos.com/p/saucony-versafoam-cohesion-12-grey-blue/product/9161123/color/409
GEL-Contend® 5 Walker,ASICS,$58.94 ,5,https://www.zappos.com/p/asics-gel-contend-5-walker-black-black/product/9215603/color/183092
Versafoam Cohesion 12,Saucony,$39.95 ,4,https://www.zappos.com/p/saucony-versafoam-cohesion-12-gunmetal-black/product/9161123/color/53411
Versafoam Cohesion 12,Saucony,$39.95 ,4,https://www.zappos.com/p/saucony-versafoam-cohesion-12-silver-red/product/9161123/color/9046
Versafoam Cohesion 12,Saucony,$39.95 ,4,https://www.zappos.com/p/saucony-versafoam-cohesion-12-black-black/product/9161123/color/183092
GEL-Contend® 5 Walker,ASICS,$58.50 ,5,https://www.zappos.com/p/asics-gel-contend-5-walker-white-glacier-grey/product/9215603/color/198920
Versafoam Cohesion 12,Saucony,$39.95 ,4,https://www.zappos.com/p/saucony-versafoam-cohesion-12-navy/product/9161123/color/9
Omni ISO 2,Saucony,$130.00 ,4,https://www.zappos.com/p/saucony-omni-iso-2-marine-silver/product/9243276/color/182842
Bedlam 2,Brooks,$149.95 ,4,https://www.zappos.com/p/brooks-bedlam-2-grey-white-gold/product/9305423/color/793653
Bedlam 2,Brooks,$149.95 ,4,https://www.zappos.com/p/brooks-bedlam-2-ebony-black-grey/product/9305423/color/717103
Omni ISO 2,Saucony,$130.00 ,4,https://www.zappos.com/p/saucony-omni-iso-2-green-teal/product/9243276/color/168562
680v6,New Balance,$74.99 ,4,https://www.zappos.com/p/new-balance-680v6-natural-indigo-eclipse/product/9152149/color/854365
680v6,New Balance,$74.95 ,4,https://www.zappos.com/p/new-balance-680v6-magnet-phantom/product/9152149/color/703649
680v6,New Balance,$67.27 ,4,https://www.zappos.com/p/new-balance-680v6-silver-mink-vision-blue/product/9152149/color/849389
680v6,New Balance,$74.95 ,4,https://www.zappos.com/p/new-balance-680v6-pigment-rgb-green/product/9152149/color/788648
1540v3,New Balance,$169.95 ,4,https://www.zappos.com/p/new-balance-1540v3-marblehead-black/product/9221130/color/711902
1540v3,New Balance,$174.99 ,4,https://www.zappos.com/p/new-balance-1540v3-grey-black/product/9221130/color/408
1540v3,New Balance,$169.95 ,4,https://www.zappos.com/p/new-balance-1540v3-black-castlerock/product/9221130/color/105274
1540v3,New Balance,$155.96 ,4,https://www.zappos.com/p/new-balance-1540v3-burgundy-grey/product/9221130/color/12025
Fresh Foam More v2,New Balance,$164.99 ,,https://www.zappos.com/p/new-balance-fresh-foam-more-v2-gunmetal-neo-flame/product/9360724/color/857416
Fresh Foam More v2,New Balance,$164.99 ,,https://www.zappos.com/p/new-balance-fresh-foam-more-v2-vision-blue-black/product/9360724/color/849082
Fresh Foam More v2,New Balance,$164.99 ,,https://www.zappos.com/p/new-balance-fresh-foam-more-v2-black-magnet/product/9360724/color/363604
Cloud 2.0,On,$129.99 ,4,https://www.zappos.com/p/on-cloud-2-0-navy-white/product/8974387/color/513
Cloud X,On,$139.99 ,4,https://www.zappos.com/p/on-cloud-x-white-black/product/8974388/color/742
Cloud 2.0,On,$129.99 ,4,https://www.zappos.com/p/on-cloud-2-0-black-white/product/8974387/color/151
Cloud X,On,$139.99 ,4,https://www.zappos.com/p/on-cloud-x-black-asphalt/product/8974388/color/12049
Cloud 2.0,On,$129.99 ,4,https://www.zappos.com/p/on-cloud-2-0-all-black/product/8974387/color/8768
Clifton 6,Hoka One One,$129.95 ,4,https://www.zappos.com/p/hoka-one-one-clifton-6-lead-lunar-rock/product/9229076/color/842497
Clifton 6,Hoka One One,$129.95 ,4,https://www.zappos.com/p/hoka-one-one-clifton-6-black-white/product/9229076/color/151
Cloud X,On,$139.99 ,4,https://www.zappos.com/p/on-cloud-x-rock-sea/product/8974388/color/839253
Clifton 6,Hoka One One,$130.00 ,4,https://www.zappos.com/p/hoka-one-one-clifton-6-ensign-blue-plein-air/product/9229076/color/813668
