name,p_link,price,store_name
Taotronics EP003 Active Noise Cancelling Earbuds with Built-in Mic for $17.99,https://slickdeals.net/f/14029970-taotronics-ep003-active-noise-cancelling-earbuds-with-built-in-mic-for-17-99?src=catpagev2,$17.99,
Eufy Robo Vac 30c Max $209.99 - Amazon,https://slickdeals.net/f/14029793-eufy-robo-vac-30c-max-209-99-amazon?src=catpagev2,,Amazon
Vizio SP50-D5 Smart cast Crave 360 Multi-Room Speaker (2016 Model) (Renewed) $59.99,https://slickdeals.net/f/14029745-vizio-sp50-d5-smart-cast-crave-360-multi-room-speaker-2016-model-renewed-59-99?src=catpagev2,$59.99,Amazon
"(Open Box/YMMV) LG - 77"" OLED - C9 Series - 2160p - Smart - 4K UHD TV with HDR $2699",https://slickdeals.net/f/14028110-open-box-ymmv-lg-77-oled-c9-series-2160p-smart-4k-uhd-tv-with-hdr-2699?src=catpagev2,"$2,699.99",Best Buy
Blink - XT2 Single Camera System $74.99,https://slickdeals.net/f/14029646-blink-xt2-single-camera-system-74-99?src=catpagev2,$74.99,Best Buy
AKG N30 Hi Res In Ear Headphones w/ Detachable Cable/Mic (Black or Silver),https://slickdeals.net/f/14027915-akg-n30-headphones-75?src=catpagev2,$75,
4-in-1 10000mAh QC 3.0 Power Bank Charger Travel Kit for $32.99 + free shipping,https://slickdeals.net/f/14029370-4-in-1-10000mah-qc-3-0-power-bank-charger-travel-kit-for-32-99-free-shipping?src=catpagev2,$32.99,
eufy BoostIQ RoboVac 30c Robot Vacuum Cleaner,https://slickdeals.net/f/14027603-eufy-boostiq-robovac-30c-robot-vacuum-cleaner-wi-fi-super-thin-1500pa-suction-boundary-strips-included-179-99?src=catpagev2,$180,Newegg
"Optoma Projectors (Refurb): GT1080 Darbee $439, UHD51A Amazon Alexa 4K",https://slickdeals.net/f/14027333-optoma-projectors-refurb-gt1080-darbee-439-uhd51a-amazon-alexa-4k-929-more-free-shipping?src=catpagev2,$929,
Sam's Club Members: Garmin Nívofit Jr. 2 Star Wars Bundle (2 bands) $70 + Shipping,https://slickdeals.net/f/14028557-sam-s-club-members-garmin-n-vofit-jr-2-star-wars-bundle-2-bands-70-shipping?src=catpagev2,$69.98,Sam's Club
Phiaton has Earbuds and Headphones on sale from $40.00 + Free Shipping,https://slickdeals.net/f/14028521-phiaton-has-earbuds-and-headphones-on-sale-from-40-00-free-shipping?src=catpagev2,,
Apple HomePod Smart Speaker (Space Gray or White),https://slickdeals.net/f/14026607-apple-homepod-space-gray-white-199-99?src=catpagev2,$200,Best Buy
"Dash Cam, VAVA 1920x1080P@60fps Wi-Fi with Sony Night Vision Sensor ($99.99)",https://slickdeals.net/f/14027177-dash-cam-vava-1920x1080p-60fps-wi-fi-with-sony-night-vision-sensor-99-99?src=catpagev2,$99.99,Amazon
"Eufy Security, eufyCam 2C 3-Cam Kit $249.99 AC + FSSS",https://slickdeals.net/f/14027999-eufy-security-eufycam-2c-3-cam-kit-249-99-ac-fsss?src=catpagev2,,Amazon
DJI Osmo Mobile 3 Smartphone Gimbal,https://slickdeals.net/f/14026469-dji-osmo-mobile-3-smartphone-gimbal-89-free-s-h?src=catpagev2,$89,B&H Photo Video
Anker 10000mAh USB-C Input (Only) Power Bank $15.99 + FSSS,https://slickdeals.net/f/14028089-anker-10000mah-usb-c-input-only-power-bank-15-99-fsss?src=catpagev2,,Amazon
2-Pack Rosewill RPS-100PK 6 Outlets Power Strip - $13.99 AC + Free Shipping,https://slickdeals.net/f/14029082-2-pack-rosewill-rps-100pk-6-outlets-power-strip-13-99-ac-free-shipping?src=catpagev2,,Newegg
JBL wireless Bluetooth headphones,https://slickdeals.net/f/14029067-jbl-wireless-bluetooth-headphones?src=catpagev2,,
Sonos 30% off for medical professionals - including the new Sonos Arc!,https://slickdeals.net/f/14026697-sonos-30-off-for-medical-professionals-including-the-new-sonos-arc?src=catpagev2,,
Anker PowerCore Speed 20000 PD 20100mAh Power Bank & 30W Power Delivery Charger Bundle @Newegg $49.99,https://slickdeals.net/f/14029013-anker-powercore-speed-20000-pd-20100mah-power-bank-30w-power-delivery-charger-bundle-newegg-49-99?src=catpagev2,$49.99,Newegg
Panasonic Lumix DMC-G85 Mirrorless w/ 12-60mm & 45-150mm Lenses,https://slickdeals.net/f/14027912-panasonic-lumix-dmc-g85-mirrorless-w-12-60mm-45-150mm-lenses?src=catpagev2,$697.99,Amazon
May the Fourth be With You: Star Wars Jedi: Fallen Order Xbox One Physical Edition $32.99,https://slickdeals.net/f/14028503-may-the-fourth-be-with-you-star-wars-jedi-fallen-order-xbox-one-physical-edition-32-99?src=catpagev2,,Amazon
"Speck - Folio Case for Apple® 9.7"" iPad® (5th and 6th Gen) - Black $7",https://slickdeals.net/f/14028788-speck-folio-case-for-apple-9-7-ipad-5th-and-6th-gen-black-7?src=catpagev2,$7,Best Buy
"65"" Samsung QN65Q80R Q80 Series 4K UHD HDR Smart QLED HDTV (2019 Model) $1299 + Free Shipping @ First Class TVs",https://slickdeals.net/f/14027726-65-samsung-qn65q80r-q80-series-4k-uhd-hdr-smart-qled-hdtv-2019-model-1299-free-shipping-first-class-tvs?src=catpagev2,"$1,299",
"CVS Photo: 50% Off Personalized Gifts: 12-Oz Enamel Campfire Mug $7.50, 20-Oz Mason Jar $7.50, 13-Oz Stainless Travel Mug $9, More + free shipping",https://slickdeals.net/f/14027264-cvs-photo-50-off-personalized-gifts-12-oz-enamel-campfire-mug-7-50-20-oz-mason-jar-7-50-13-oz-stainless-travel-mug-9-more-free-shipping?src=catpagev2,$7.50,
Star Wars BB-8 3-qt Instant Pot $60 @ Williams Sonoma,https://slickdeals.net/f/14026400-star-wars-bb-8-3-qt-instant-pot-60-williams-sonoma?src=catpagev2,$59.95,
Beyerdynamic Amiron Wireless Copper Bluetooth Headphones for $499 AC Shipped,https://slickdeals.net/f/14028308-beyerdynamic-amiron-wireless-copper-bluetooth-headphones-for-499-ac-shipped?src=catpagev2,,
Staples Online Coupon: Additional Savings on Select Categories,https://slickdeals.net/f/14026277-staples-online-coupon-15-off-60-expires-5-8-2020?src=catpagev2,$15 off $60,Staples
"(Open box, auth dealer) Beats By Dr. Dre Powerbeats Pro Totally Wireless Earphones $170 + free s/h",https://slickdeals.net/f/14027639-open-box-auth-dealer-beats-by-dr-dre-powerbeats-pro-totally-wireless-earphones-170-free-s-h?src=catpagev2,$170,
Deco Home DHPAS100 Passive 140W Bookshelf Speakers (Pair) $50 + Free Shipping,https://slickdeals.net/f/14027501-deco-home-dhpas100-passive-140w-bookshelf-speakers-pair-50-free-shipping?src=catpagev2,$50,
"Steam Golden Week 2020 (April 30 -May 6) 50%+ Off (I.e. Final Fantasy VII Original, $5.99)",https://slickdeals.net/f/14027861-steam-golden-week-2020-april-30-may-6-50-off-i-e-final-fantasy-vii-original-5-99?src=catpagev2,$5.99,
Sony xbr55x950g $998,https://slickdeals.net/f/14027846-sony-xbr55x950g-998?src=catpagev2,$750,
2 sets SoundElite 07 aptX Stereo Wireless Earbuds $19.99,https://slickdeals.net/f/14027069-2-sets-soundelite-07-aptx-stereo-wireless-earbuds-19-99?src=catpagev2,$19.99,
RavPower 61W PD 3.0 GaN Wall Charger Renewed $14.99 WHITE,https://slickdeals.net/f/14027432-ravpower-61w-pd-3-0-gan-wall-charger-renewed-14-99-white?src=catpagev2,,Amazon
"Vizio 65"" P659 Quantum LED TV $850",https://slickdeals.net/f/14027012-vizio-65-p659-quantum-led-tv-850?src=catpagev2,$850,
Beats Studio3 Wireless Over-Ear Noise Canceling Headphones - All Colors $199.99,https://slickdeals.net/f/14027213-beats-studio3-wireless-over-ear-noise-canceling-headphones-all-colors-199-99?src=catpagev2,$199.99,Target
AUKEY 5000mAh Cylindrical Power Bank $8,https://slickdeals.net/f/14027099-aukey-5000mah-cylindrical-power-bank-8?src=catpagev2,$8,Amazon
Roku Streaming Stick+ 4K HDR,https://slickdeals.net/f/14025308-roku-streaming-stick-4k-hdr-39-free-shipping?src=catpagev2,$39,ABT Electronics
Apple Watch Series 5 40mm GPS Smartwatch w/ Aluminum Case,https://slickdeals.net/f/14024882-apple-watch-series-5-40mm-gps-smartwatch-w-aluminum-case-300-more-free-s-h?src=catpagev2,$300,Target
Anker - Soundcore Liberty Air 2 True Wireless In-Ear Headphones @Newegg $79.99,https://slickdeals.net/f/14026493-anker-soundcore-liberty-air-2-true-wireless-in-ear-headphones-newegg-79-99?src=catpagev2,$79.99,Newegg
Prepaid Airtime: BOGO 10% Off,https://slickdeals.net/f/14025227-prepaid-airtime-bogo-10-off?src=catpagev2,,Target
RAVPower 65W  GaN PD Dual Port USB-C Wall Charger $34.94 + Free Shipping,https://slickdeals.net/f/14026505-ravpower-65w-gan-pd-dual-port-usb-c-wall-charger-34-94-free-shipping?src=catpagev2,,Amazon
Aluratek 8 Inch LCD Digital Photo Frame USB SD/SDHC with Built-in Clock and Calendar (ADPF08SF) - Black $30,https://slickdeals.net/f/14026148-aluratek-8-inch-lcd-digital-photo-frame-usb-sd-sdhc-with-built-in-clock-and-calendar-adpf08sf-black-30?src=catpagev2,$30,B&H Photo Video
"Samsung 65"" q80 $1499.99, price in cart QN65Q80RAFXZA",https://slickdeals.net/f/14025464-samsung-65-q80-1499-99-price-in-cart-qn65q80rafxza?src=catpagev2,"$1,499.99",Walmart
Trade-In Offer: Amazon Echo Show 8 Smart Display (Sandstone or Charcoal),https://slickdeals.net/f/14024396-echo-show-8-79-99-on-amazon-com-or-less?src=catpagev2,$60 or less,Amazon
Google Nest Hub Smart Display with Google Assistant @ Staples for $64 (after $15 coupon),https://slickdeals.net/f/14024567-google-nest-hub-smart-display-with-google-assistant-staples-for-64-after-15-coupon?src=catpagev2,$69,Staples
"Meijer B&M - Prepaid Airtime (ATT, Cricket, Verizon) B1G1 20% Off",https://slickdeals.net/f/14026052-meijer-b-amp-m-prepaid-airtime-att-cricket-verizon-b1g1-20-off?src=catpagev2,,
Harman Kardon Enchant 800 8-Channel Soundbar with Multibeam,https://slickdeals.net/f/14024306-harman-kardon-enchant-800-8-ch-all-in-one-soundbar-with-multibeam-249-98?src=catpagev2,$250,Amazon
5-Count Blink XT2 Outdoor/Indoor Smart Security Cameras,https://slickdeals.net/f/14024375-blink-xt2-5-camera-kit-284-99?src=catpagev2,$285,Amazon
Amazon Echo Show 5 on sale for $49.99 and free shipping,https://slickdeals.net/f/14024456-amazon-echo-show-5-on-sale-for-49-99-and-free-shipping?src=catpagev2,$49.99,Amazon
Amazon: Take $100 Off Ecovacs DEEBOT OZMO 950 Of Sale Price $697.66,https://slickdeals.net/f/14025434-amazon-take-100-off-ecovacs-deebot-ozmo-950-of-sale-price-697-66?src=catpagev2,$597.66,Amazon
"AAFES -- Sony 55 in XBR55X950G X950G $829 (OOS); OLED XBR55A8G (IN STOCK) for 1,099.00",https://slickdeals.net/f/14025722-aafes-sony-55-in-xbr55x950g-x950g-829-oos-oled-xbr55a8g-in-stock-for-1-099-00?src=catpagev2,"$1,099",
Mavic Mini Bundle - Extra battery and charging stand $389.99,https://slickdeals.net/f/14024453-mavic-mini-bundle-extra-battery-and-charging-stand-389-99?src=catpagev2,$389.99,
64GB Google Pixel 4 Unlocked Smartphone (various colors) $500 & More + Free S/H or Free pick up,https://slickdeals.net/f/14024765-64gb-google-pixel-4-unlocked-smartphone-various-colors-500-more-free-s-h-or-free-pick-up?src=catpagev2,$499.99,Best Buy
"AmazonBasics High-Speed HDMI Cable, 6 Feet, 3-Pack $13.47 (1 for $6.99)",https://slickdeals.net/f/14025311-amazonbasics-high-speed-hdmi-cable-6-feet-3-pack-13-47-1-for-6-99?src=catpagev2,,Amazon
VerizonUp Deal (YMMV): Apple Iphone XS $400 Off Upgrades. Iphone XS 64GB $499.99,https://slickdeals.net/f/14025167-verizonup-deal-ymmv-apple-iphone-xs-400-off-upgrades-iphone-xs-64gb-499-99?src=catpagev2,$499.99,Verizon Wireless
Star Wars UHD VUDU $9.99,https://slickdeals.net/f/14024108-star-wars-uhd-vudu-9-99?src=catpagev2,$9.99,
"Fry's: SILO SL86V2 86"" CLASS 4K UHD LED TV $1199",https://slickdeals.net/f/14025044-fry-s-silo-sl86v2-86-class-4k-uhd-led-tv-1199?src=catpagev2,,
Police Squad!: The Complete Series (Blu-ray) $14 + free S&H w/ $35+ Best Buy,https://slickdeals.net/f/14024696-police-squad-the-complete-series-blu-ray-14-free-s-h-w-35-best-buy?src=catpagev2,$14,Best Buy
Tascam DR1C DR-Series DSLR Filmmaking Accessory kit - $10 at Adorama,https://slickdeals.net/f/14024015-tascam-dr1c-dr-series-dslr-filmmaking-accessory-kit-10-at-adorama?src=catpagev2,$10,Adorama
Panasonic - HC-VX870K 4K Ultra HD Flash Memory Camcorder - Black $550,https://slickdeals.net/f/14024423-panasonic-hc-vx870k-4k-ultra-hd-flash-memory-camcorder-black-550?src=catpagev2,$550,Best Buy
Apple Watch Series 5 44MM GPS Walmart Deal is back $329,https://slickdeals.net/f/14022947-apple-watch-series-5-44mm-gps-walmart-deal-is-back-329?src=catpagev2,$329,Walmart
"Amazon: Select Discover Cardholders: Pay w/ Points, Get",https://slickdeals.net/f/14021918-amazon-20-off-up-to-50-when-you-use-discover-card-points-ymmv?src=catpagev2,20% Off,Amazon
Venus Optics KX-800 Flexible Macro Twin Flash $179,https://slickdeals.net/f/14024348-venus-optics-kx-800-flexible-macro-twin-flash-179?src=catpagev2,$179,B&H Photo Video
TP-Link Kasa Outdoor 1080p Wi-Fi Surveillance Camera (White),https://slickdeals.net/f/14022755-tp-link-kasa-outdoor-1080p-wi-fi-wireless-network-surveillance-camera-59-99-best-buy-free-curbside-pickup?src=catpagev2,$60,eBay
Arcade1UP Star Wars Arcade Machine w/ Riser & Stormtrooper Robot,https://slickdeals.net/f/14022383-star-wars-arcade1up-with-riser-and-bonus-storm-trooper-robot-walmart-com-350-22?src=catpagev2,$350,Walmart
JBL Endurance Sprint Wireless In Ear Bluetooth Sports Headphones (Refurbished),https://slickdeals.net/f/14022290-jbl-endurance-sprint-wireless-in-ear-bluetooth-sports-headphones-refurbished-13-99-free-shipping?src=catpagev2,$14,eBay
Att $250 Prepaid Visa Card with Port-In of New Line and Activation on any Postpaid Plan,https://slickdeals.net/f/14021282-att-250-prepaid-visa-card-with-port-in-of-new-line-and-activation-on-any-postpaid-plan?src=catpagev2,,
"Duracell DL1/3NBPK Ultra Photo Lithium/Manganese Dioxide Battery, 1/3N Size, 3V (Case of 6) $2.49",https://slickdeals.net/f/14023007-duracell-dl1-3nbpk-ultra-photo-lithium-manganese-dioxide-battery-1-3n-size-3v-case-of-6-2-49?src=catpagev2,$2.49,Amazon
"Sony Playstation 4, Wireless DuelShock4 Controller, Jet Black- $39.95 tax free @ shopmyexchange.com",https://slickdeals.net/f/14022116-sony-playstation-4-wireless-duelshock4-controller-jet-black-39-95-tax-free-shopmyexchange-com?src=catpagev2,$39.95,AAFES
Beats by Dr. Dre - Powerbeats Pro Totally Wireless Earphones $199.95,https://slickdeals.net/f/14020817-beats-by-dr-dre-powerbeats-pro-totally-wireless-earphones-199-95?src=catpagev2,$199.95,Amazon
Canon Powershot SX720 Red Refurbished 40x Zoom $198 and other Super Zooms at Canon starting at $126,https://slickdeals.net/f/14022302-canon-powershot-sx720-red-refurbished-40x-zoom-198-and-other-super-zooms-at-canon-starting-at-126?src=catpagev2,$198,
"Bose Noise Cancelling Wireless Bluetooth Headphones 700, with Alexa Voice Control, Arctic White $298.99",https://slickdeals.net/f/14020727-bose-noise-cancelling-wireless-bluetooth-headphones-700-with-alexa-voice-control-arctic-white-298-99?src=catpagev2,$299,Amazon
Marshall Major III Bluetooth Wireless On-Ear Headphones - Black $79.99,https://slickdeals.net/f/14022539-marshall-major-iii-bluetooth-wireless-on-ear-headphones-black-79-99?src=catpagev2,$79.99,
Star Wars R2-D2 Mini-Stir Popcorn Popper $29.99,https://slickdeals.net/f/14022488-star-wars-r2-d2-mini-stir-popcorn-popper-29-99?src=catpagev2,$29.99,Amazon
Amazon Echo Show 5 $64.99 + Free Shipping @ HSN,https://slickdeals.net/f/14021117-amazon-echo-show-5-64-99-free-shipping-hsn?src=catpagev2,$64.99,
"LG OLED55CXPUA 55"" Class HDR 4K UHD Smart OLED TV (2020 Model) for $1699 Shipped",https://slickdeals.net/f/14022206-lg-oled55cxpua-55-class-hdr-4k-uhd-smart-oled-tv-2020-model-for-1699-shipped?src=catpagev2,"$1,699",Newegg
(amazon) Apple AirPods with wireless charging case $149.99 (possible $119.99with Amex offer),https://slickdeals.net/f/14022008-amazon-apple-airpods-with-wireless-charging-case-149-99-possible-119-99with-amex-offer?src=catpagev2,,Amazon
Costco Members: 10-Piece Ring Alarm Wireless Security $180,https://slickdeals.net/f/14021087-costco-members-10-piece-ring-alarm-wireless-security-180?src=catpagev2,$180,
GoPro The Handler Bundle for HERO7 Black $235 + Free Shipping,https://slickdeals.net/f/14020862-gopro-the-handler-bundle-for-hero7-black-235-free-shipping?src=catpagev2,,B&H Photo Video
Westone W40 Gen 2 Four Driver Earphones + Extra BT Cable $219 + free s/h,https://slickdeals.net/f/14021441-westone-w40-gen-2-four-driver-earphones-extra-bt-cable-219-free-s-h?src=catpagev2,$219,Adorama
20 Pack 3V Lithium CR1225 Batteries for Thermometers & More $12.99 + FS,https://slickdeals.net/f/14022239-20-pack-3v-lithium-cr1225-batteries-for-thermometers-more-12-99-fs?src=catpagev2,,
"HyperX Cloud Alpha Pro Gaming Headset for PC, PS4, Xbox1, Switch [RE-CERTIFIED] $59.99 w/Free Shipping",https://slickdeals.net/f/14022179-hyperx-cloud-alpha-pro-gaming-headset-for-pc-ps4-xbox1-switch-re-certified-59-99-w-free-shipping?src=catpagev2,,eBay
KODAK RODFS35 SCANZA Digital Film Scanner $108.99,https://slickdeals.net/f/14022104-kodak-rodfs35-scanza-digital-film-scanner-108-99?src=catpagev2,$108.99,
"Brainwavz 30% off sitewide + 10% off email signup, free shipping over $50 $7.88",https://slickdeals.net/f/14021129-brainwavz-30-off-sitewide-10-off-email-signup-free-shipping-over-50-7-88?src=catpagev2,$7.88,
"Amex Offer: Spend $250+ at Adorama.com, Get",https://slickdeals.net/f/14019458-amex-offer-spend-250-at-adorama-com-get-25-credit-valid-for-select-cardholders?src=catpagev2,$25 Credit,
32GB Moto E Plus (4th Gen.) XT1775 (Unlocked) $80 + free s/h 16GB $70,https://slickdeals.net/f/14019740-32gb-moto-e-plus-4th-gen-xt1775-unlocked-80-free-s-h-16gb-70?src=catpagev2,$69.99,B&H Photo Video
5-Pack Verbatim PinStripe 32GB USB 2.0 Flash Drives $23 (Asst. Colors) & More + Free Shipping,https://slickdeals.net/f/14020637-5-pack-verbatim-pinstripe-32gb-usb-2-0-flash-drives-23-asst-colors-more-free-shipping?src=catpagev2,$23,Staples
ATT: 50% Off iPhone 11 + $150 Gift Card,https://slickdeals.net/f/14021066-att-50-off-iphone-11-150-gift-card?src=catpagev2,,
2x 64GB Team Elite U3 microSD XC V30 memory Card @Newegg $15.99,https://slickdeals.net/f/14020271-2x-64gb-team-elite-u3-microsd-xc-v30-memory-card-newegg-15-99?src=catpagev2,$15.99,Newegg
Canon EF 100mm f/2 USM Lens - $399 New from Best Buy,https://slickdeals.net/f/14020766-canon-ef-100mm-f-2-usm-lens-399-new-from-best-buy?src=catpagev2,$399,Best Buy
Garmin eTrex Touch 35 Color GPS + 32GB SanDisk Extreme Plus MicroSD Card,https://slickdeals.net/f/14019203-garmin-etrex-touch-35-color-gps-32gb-sandisk-extreme-plus-microsd-card-140-free-s-h?src=catpagev2,$140,
"mophie powerstation powerstation AC - External Battery - Made for Laptops, Tablets, Smartphones and other USB & AC devices - Black $128",https://slickdeals.net/f/14020520-mophie-powerstation-powerstation-ac-external-battery-made-for-laptops-tablets-smartphones-and-other-usb-ac-devices-black-128?src=catpagev2,$128,Amazon
Anker Power Strip PowerPort Cube USB with 3 Outlets and 3 USB Ports $17.99 AC + FSSS,https://slickdeals.net/f/14020160-anker-power-strip-powerport-cube-usb-with-3-outlets-and-3-usb-ports-17-99-ac-fsss?src=catpagev2,,Amazon
"Samsung The Frame 3.0 65"" 4K QLED TV QN65LS03RAFXZA - $1379",https://slickdeals.net/f/14019347-samsung-the-frame-3-0-65-4k-qled-tv-qn65ls03rafxza-1379?src=catpagev2,"$1,379",Amazon
Nikon D610 DSLR Camera with 50mm f/1.8 Lens Kit for $896.95 + FS,https://slickdeals.net/f/14019761-nikon-d610-dslr-camera-with-50mm-f-1-8-lens-kit-for-896-95-fs?src=catpagev2,,B&H Photo Video
Active Military & Veterans: Bose Noise-Canceling 700 Over-Ear Wireless BT Headphones (New) $299 No Tax F/S,https://slickdeals.net/f/14020091-active-military-veterans-bose-noise-canceling-700-over-ear-wireless-bt-headphones-new-299-no-tax-f-s?src=catpagev2,$299,
NuForce BE Free6 True Wireless In-Ear Earphones $40,https://slickdeals.net/f/14019947-nuforce-be-free6-true-wireless-in-ear-earphones-40?src=catpagev2,$40,B&H Photo Video
Iphone SE 2020 at $99+Taxes at MetroByT-Mobile $99.99,https://slickdeals.net/f/14017922-iphone-se-2020-at-99-taxes-at-metrobyt-mobile-99-99?src=catpagev2,$99.99,
Sirui EP-204S Aluminum Multi-Function Photo/Video Monopod $100,https://slickdeals.net/f/14019950-sirui-ep-204s-aluminum-multi-function-photo-video-monopod-100?src=catpagev2,$100,B&H Photo Video
Verizon Shell Holster Combo for Google Pixel 3 $4.97 with Free Shipping,https://slickdeals.net/f/14019215-verizon-shell-holster-combo-for-google-pixel-3-4-97-with-free-shipping?src=catpagev2,$4.97,
Roomba 675 Vacuum $80 off - $219,https://slickdeals.net/f/14019077-roomba-675-vacuum-80-off-219?src=catpagev2,$219,
"Wemo Mini Smart Plug, WiFi Enabled, Works with Alexa, Google Assistant & Apple HomeKit [Mini Smart Plug] $18",https://slickdeals.net/f/14019797-wemo-mini-smart-plug-wifi-enabled-works-with-alexa-google-assistant-apple-homekit-mini-smart-plug-18?src=catpagev2,$18,Best Buy
"Refurbished Samsung 55"" Class 4K Ultra HD (2160P) HDR Smart LED TV (UN55RU800DFXZA) for $399.99 + FS",https://slickdeals.net/f/14019695-refurbished-samsung-55-class-4k-ultra-hd-2160p-hdr-smart-led-tv-un55ru800dfxza-for-399-99-fs?src=catpagev2,,Walmart
"Epson Home Cinema 2150 Wireless 1080p Miracast, 3LCD projector - Renewed $529",https://slickdeals.net/f/14019698-epson-home-cinema-2150-wireless-1080p-miracast-3lcd-projector-renewed-529?src=catpagev2,$529,Amazon
Sonos 20% off Email - YMMV,https://slickdeals.net/f/14018864-sonos-20-off-email-ymmv?src=catpagev2,,
Speck Presidio Glitter Case for iPhone X/Xs @ $12.93 + Free Shipping,https://slickdeals.net/f/14019584-speck-presidio-glitter-case-for-iphone-x-xs-12-93-free-shipping?src=catpagev2,$12.93,
TaoTronics Wireless Bluetooth Earphones with Mic $14.99 + FS,https://slickdeals.net/f/14019551-taotronics-wireless-bluetooth-earphones-with-mic-14-99-fs?src=catpagev2,$14.99,
IVY CLIQ+ Instant Camera & Portable Printer + Free ZINK Photo Paper Pack (20 Sheets) Pearl White Only - $129.99 + FS @ Canon,https://slickdeals.net/f/14019512-ivy-cliq-instant-camera-portable-printer-free-zink-photo-paper-pack-20-sheets-pearl-white-only-129-99-fs-canon?src=catpagev2,$129.99,
"iPhone SE 2020 Red 64gb $199, 128gb $249 for Verizon w/ Upgrade",https://slickdeals.net/f/14018669-iphone-se-2020-red-64gb-199-128gb-249-for-verizon-w-upgrade?src=catpagev2,,Walmart
"27"" Meural Canvas Leonora LCD WiFi Digital Photo Frame + 1-Yr. Meural Sub.",https://slickdeals.net/f/14016935-27-meural-canvas-leonora-lcd-wifi-digital-photo-frame-1-yr-meural-sub-345-free-shipping?src=catpagev2,$345,Adorama
iPhone SE 2020 for Verizon & AT&T 64GB $200/256GB $350 at Walmart back in Stock,https://slickdeals.net/f/14015969-iphone-se-2020-for-verizon-at-t-64gb-200-256gb-350-at-walmart-back-in-stock?src=catpagev2,$350,Walmart
"LG 77"" C9P OLED TV - $3699 (auth dealer via Greentoe)",https://slickdeals.net/f/14016962-lg-77-c9p-oled-tv-3699-auth-dealer-via-greentoe?src=catpagev2,"$3,699",
"Costco Members: 50"" TCL 50S423 4-Series 4K UHD HDR Roku Smart LED HDTV $244.99 + Free Shipping",https://slickdeals.net/f/14016749-costco-members-50-tcl-50s423-4-series-4k-uhd-hdr-roku-smart-led-hdtv-244-99-free-shipping?src=catpagev2,$244.99,
Deco Photo Camera Power Strap Battery Charger + 32GB SanDisk Extreme Plus MicroSDHC Card $16 + free s/h,https://slickdeals.net/f/14016548-deco-photo-camera-power-strap-battery-charger-32gb-sandisk-extreme-plus-microsdhc-card-16-free-s-h?src=catpagev2,$15.99,
KMC 3 Pack Wi-Fi Smart Plug with Energy Monitoring $18.45,https://slickdeals.net/f/14016398-kmc-3-pack-wi-fi-smart-plug-with-energy-monitoring-18-45?src=catpagev2,$18.49,Amazon
TP-Link Kasa HS210 3-Way Smart Switch 2-Pack $39.99 (31.99 with AMEX 20%),https://slickdeals.net/f/14016272-tp-link-kasa-hs210-3-way-smart-switch-2-pack-39-99-31-99-with-amex-20?src=catpagev2,$39.99,Amazon
"Epson Pro Cinema 6040UB 3LCD Projector with 4K Enhancement, HDR and ISF Factory Refurbished Full 3 Year Warranty MSRP: $4000 NOW $1649.95 + Free Shipping",https://slickdeals.net/f/14016794-epson-pro-cinema-6040ub-3lcd-projector-with-4k-enhancement-hdr-and-isf-factory-refurbished-full-3-year-warranty-msrp-4000-now-1649-95-free-shipping?src=catpagev2,"$1,649.99",
"Sony 85 inch 85x950G $2599 incl S/H, no tax charged",https://slickdeals.net/f/14016335-sony-85-inch-85x950g-2599-incl-s-h-no-tax-charged?src=catpagev2,"$2,599",Greentoe
Monoprice Obsidian Speed Plus 5-Port USB Charger (87W Type-C + 24W Type-A)  $31.49,https://slickdeals.net/f/14017316-monoprice-obsidian-speed-plus-5-port-usb-charger-87w-type-c-24w-type-a-31-49?src=catpagev2,$31.49,
AmazonBasics CR2032 3 Volt Lithium Coin Cell Battery - 10-Pack - $5.49,https://slickdeals.net/f/14015867-amazonbasics-cr2032-3-volt-lithium-coin-cell-battery-10-pack-5-49?src=catpagev2,$5.49,Amazon
Harman Kardon Soho Wireless Premium Bluetooth Headphones (Black),https://slickdeals.net/f/14015237-harman-kardon-soho-wireless-premium-bluetooth-headphones-for-59-99-fs?src=catpagev2,$60,eBay
Ztotop Case for iPad 10.2 Inch 2019 from $3.99,https://slickdeals.net/f/14015255-ztotop-case-for-ipad-10-2-inch-2019-from-3-99?src=catpagev2,$4,Amazon
eKids - Captain Marvel Wired Over-the-Ear Headphones - Blue/Red/Gold $8.49,https://slickdeals.net/f/14016527-ekids-captain-marvel-wired-over-the-ear-headphones-blue-red-gold-8-49?src=catpagev2,$8.49,Best Buy
Vanguard VEO 2 264AB Aluminum Tripod w/ BH-50 Ball Head (Grey),https://slickdeals.net/f/14014646-vanguard-veo-2-264ab-aluminum-tripod-w-bh-50-ball-head-74-free-s-h?src=catpagev2,$74,
Google Pixel Stand Fast Wireless Charger $55.30 at US Cellular,https://slickdeals.net/f/14014634-google-pixel-stand-fast-wireless-charger-55-30-at-us-cellular?src=catpagev2,$55.30,
Steadicam Curve - $5 + Free Shipping,https://slickdeals.net/f/14016200-steadicam-curve-5-free-shipping?src=catpagev2,$5,
BodyGuardz Pure 2 Case + Tempered Glass Screen Protector/ Zagg Invisible Shield Glass + Screen Protector (iPhone 6s/7/8) $5 + Free Shipping,https://slickdeals.net/f/14016116-bodyguardz-pure-2-case-tempered-glass-screen-protector-zagg-invisible-shield-glass-screen-protector-iphone-6s-7-8-5-free-shipping?src=catpagev2,$5,
