name,p_link,price,store_name
Skullcandy Hesh 3 Wireless in Gray or Red @ 39.99 on TigerDirect Business $39.99 + 4.99 shipping,https://slickdeals.net/f/13980488-skullcandy-hesh-3-wireless-in-gray-or-red-39-99-on-tigerdirect-business-39-99-4-99-shipping?src=catpagev2,$39.99,
DJI Mavic Air Fly More Combo Quadcopter with Remote Controller (Onyx Black),https://slickdeals.net/f/13978448-dji-mavic-air-fly-more-combo-quadcopter-with-remote-controller-onyx-black-700-more-free-s-h?src=catpagev2,$700,Best Buy
"USB 3.0 SATA 2.5"" HDD/SSD Exterior Enclosure + Free 8x8 Shutterfly Photo Book $15.00 + Free Pickup @ Best Buy",https://slickdeals.net/f/13980338-usb-3-0-sata-2-5-hdd-ssd-exterior-enclosure-free-8x8-shutterfly-photo-book-15-00-free-pickup-best-buy?src=catpagev2,,Best Buy
"Amazon: Samsung AKG N700NC Over-Ear Foldable Wireless Headphones, Active Noise Cancelling Headphones - Silver (US Version) $99.99 + FS",https://slickdeals.net/f/13978310-amazon-samsung-akg-n700nc-over-ear-foldable-wireless-headphones-active-noise-cancelling-headphones-silver-us-version-99-99-fs?src=catpagev2,$99.99,Amazon
NAD C368 Hybrid Digital DAC Amplifier Factory Refurbished $599 + tax + FS  (reg $999) safeandsoundhq.com,https://slickdeals.net/f/13979453-nad-c368-hybrid-digital-dac-amplifier-factory-refurbished-599-tax-fs-reg-999-safeandsoundhq-com?src=catpagev2,$599,
Anker PowerPort cube usb power strip  $15.81,https://slickdeals.net/f/13979054-anker-powerport-cube-usb-power-strip-15-81?src=catpagev2,,Amazon
OontZ Angle 3 (3rd Gen) Portable Bluetooth Speaker for $22.99 on Amazon,https://slickdeals.net/f/13979522-oontz-angle-3-3rd-gen-portable-bluetooth-speaker-for-22-99-on-amazon?src=catpagev2,$22.99,Amazon
"Sony 75"" Class X850G Series 4K UHD LED LCD HDTV - Model #XBR75X850G $1099.99 + Free Ship @Costco",https://slickdeals.net/f/13978706-sony-75-class-x850g-series-4k-uhd-led-lcd-hdtv-model-xbr75x850g-1099-99-free-ship-costco?src=catpagev2,,
"LG CX (2020 Model) 65"" OLED Television $2299.00 - AAFES - Military Only",https://slickdeals.net/f/13978499-lg-cx-2020-model-65-oled-television-2299-00-aafes-military-only?src=catpagev2,"$2,299",
Anker 18W USB-C PIQ 3.0 Fast Charger Adapter $15.29 + FSSS,https://slickdeals.net/f/13979063-anker-18w-usb-c-piq-3-0-fast-charger-adapter-15-29-fsss?src=catpagev2,,Amazon
Google: Google Pixel 4 $499 + FS,https://slickdeals.net/f/13978502-google-google-pixel-4-499-fs?src=catpagev2,$499,
Anker PowerWave Pad 2 Pack 7.5W Wireless Charger $17.99 + FSSS,https://slickdeals.net/f/13978886-anker-powerwave-pad-2-pack-7-5w-wireless-charger-17-99-fsss?src=catpagev2,,Amazon
Apple Watch Series 5 44MM GPS + Cell Stainless Black with Black Band - $649,https://slickdeals.net/f/13979717-apple-watch-series-5-44mm-gps-cell-stainless-black-with-black-band-649?src=catpagev2,,Sam's Club
"Energizer AA Lithium Batteries, World's Longest Lasting Double A Battery, Ultimate Lithium (24 Battery Count) w/ S&S $24.04",https://slickdeals.net/f/13977566-energizer-aa-lithium-batteries-world-s-longest-lasting-double-a-battery-ultimate-lithium-24-battery-count-w-s-s-24-04?src=catpagev2,$24.04,Amazon
"Sony 85"" Class X850G Series 4K UHD LED TV XBR85X850G/C - $1969.99 + Free Shipping",https://slickdeals.net/f/13979033-sony-85-class-x850g-series-4k-uhd-led-tv-xbr85x850g-c-1969-99-free-shipping?src=catpagev2,"$1,969.99",Costco Wholesale
Sony XBR85X900F 85-Inch 4K Ultra HD - $2498 + Tax,https://slickdeals.net/f/13977464-sony-xbr85x900f-85-inch-4k-ultra-hd-2498-tax?src=catpagev2,"$2,499.98",
Sony 85x900f - $2499 @ Best Buy,https://slickdeals.net/f/13979132-sony-85x900f-2499-best-buy?src=catpagev2,,Best Buy
FirstNet (AT&T) 3 months free service for Nurses and Physicans,https://slickdeals.net/f/13977944-firstnet-at-t-3-months-free-service-for-nurses-and-physicans?src=catpagev2,,
"85"" Sony XBR85X950G 4K HDR Smart HDTV + Task Rabbit Installation & Nest Home Hub",https://slickdeals.net/f/13977065-85-sony-xbr85x950g-4k-hdr-smart-hdtv-task-rabbit-installation-nest-home-hub-2998-free-s-h?src=catpagev2,$2998,
ZAGG Anti-bacterial foam $4.50,https://slickdeals.net/f/13978004-zagg-anti-bacterial-foam-4-50?src=catpagev2,$5.38,
Ultimate Ears MEGABOOM Wireless Bluetooth Speaker Waterproof and Shockproof - Charcoal Black (Renewed) $66.69,https://slickdeals.net/f/13978580-ultimate-ears-megaboom-wireless-bluetooth-speaker-waterproof-and-shockproof-charcoal-black-renewed-66-69?src=catpagev2,$66.69,Walmart
"Amazon: Anker Nebula Apollo, Wi-Fi Mini Projector, 200 ANSI Lumen Portable Projector $297.49 + FS",https://slickdeals.net/f/13978496-amazon-anker-nebula-apollo-wi-fi-mini-projector-200-ansi-lumen-portable-projector-297-49-fs?src=catpagev2,,Amazon
"Samsung Galaxy Buds+ (White, Black, or Blue) $118.97",https://slickdeals.net/f/13976807-samsung-galaxy-buds-white-black-or-blue-118-97?src=catpagev2,$118.97,Verizon Wireless
10% off Pixelbook GO with My Best Buy Account,https://slickdeals.net/f/13977266-10-off-pixelbook-go-with-my-best-buy-account?src=catpagev2,,Best Buy
TaoTronics SoundSurge 85 ANC Bluetooth 5.0 aptX Over-Ear Headphones,https://slickdeals.net/f/13976414-taotronics-soundsurge-85-anc-headphones-40h-playtime-w-type-c-fast-charging-37-18?src=catpagev2,$35.75,
AUKEY True Wireless Earbuds - $22.51,https://slickdeals.net/f/13977734-aukey-true-wireless-earbuds-22-51?src=catpagev2,,Amazon
"RavPower Portable Charger, PD 3.0 15000mAh Power Bank, RAVPower 30W High-Speed Tri-Output with LED Display, Ultra Compact Phone Charger $25.79",https://slickdeals.net/f/13977677-ravpower-portable-charger-pd-3-0-15000mah-power-bank-ravpower-30w-high-speed-tri-output-with-led-display-ultra-compact-phone-charger-25-79?src=catpagev2,$25.79,Amazon
"Klipsch Bookshelf Speakers, 2-pack Model  R-41M $89.99",https://slickdeals.net/f/13977497-klipsch-bookshelf-speakers-2-pack-model-r-41m-89-99?src=catpagev2,$89.99,Costco Wholesale
64GB Google Pixel 4 Unlocked Smartphone (various colors),https://slickdeals.net/f/13975688-64gb-google-pixel-4-unlocked-smartphone-various-colors-500-more-free-s-h?src=catpagev2,$500,B&H Photo Video
Uniden R7 Extreme Long Range Radar Detector with GPS & Threat Detection @ Amazon $408.46,https://slickdeals.net/f/13976372-uniden-r7-extreme-long-range-radar-detector-with-gps-threat-detection-amazon-408-46?src=catpagev2,$415.22,Amazon
Sirui 82-95mm Nano Multi-Layer Step-Up 10 Stop HD Filter,https://slickdeals.net/f/13976357-sirui-82-95mm-nano-multi-layer-step-up-10-stop-hd-filter-30-more-free-s-h?src=catpagev2,$30,Adorama
KEF Porsche Design MOTION ONE In-Ear Bluetooth Headphones @Newegg $94,https://slickdeals.net/f/13977296-kef-porsche-design-motion-one-in-ear-bluetooth-headphones-newegg-94?src=catpagev2,$94,Newegg
Bestbuy - Samsung Galaxy Buds (Geek Squad Certified) Galaxy Buds+ Plus $110,https://slickdeals.net/f/13976783-bestbuy-samsung-galaxy-buds-geek-squad-certified-galaxy-buds-plus-110?src=catpagev2,$110,Best Buy
Samsung Galaxy Buds 2019 Wireless In-Ear Headset White SM-R170NZWAXAR $60 eBay,https://slickdeals.net/f/13976693-samsung-galaxy-buds-2019-wireless-in-ear-headset-white-sm-r170nzwaxar-60-ebay?src=catpagev2,$60,eBay
"Panasonic Noise Cancelling Over The Ear Headphones with Wireless Bluetooth, AptX HD, LDAC – Brown RP-HD805N-T $136.88",https://slickdeals.net/f/13976447-panasonic-noise-cancelling-over-the-ear-headphones-with-wireless-bluetooth-aptx-hd-ldac-brown-rp-hd805n-t-136-88?src=catpagev2,$136.88,Amazon
"iphone XS, save $400 Verizon existing customers YMMV",https://slickdeals.net/f/13976924-iphone-xs-save-400-verizon-existing-customers-ymmv?src=catpagev2,,Verizon Wireless
Jaybird - Tarah Wireless In-Ear Headphones - Black Metallic/Flash $45,https://slickdeals.net/f/13977122-jaybird-tarah-wireless-in-ear-headphones-black-metallic-flash-45?src=catpagev2,$45,Best Buy
JBL Link bar with sub for $229.99,https://slickdeals.net/f/13975871-jbl-link-bar-with-sub-for-229-99?src=catpagev2,$229.99,Best Buy
Fossil Gen 5 Carlyle Stainless Steel Smartwatch $215.8,https://slickdeals.net/f/13976099-fossil-gen-5-carlyle-stainless-steel-smartwatch-215-8?src=catpagev2,$215.80,Amazon
Vulcan 121 Aimo RGB Mechanical Gaming Keyboard - Red Switches - $89.99 AC @ Amazon,https://slickdeals.net/f/13976741-vulcan-121-aimo-rgb-mechanical-gaming-keyboard-red-switches-89-99-ac-amazon?src=catpagev2,,Amazon
Turtle Beach Elite Atlas Aero Wireless PC Gaming Headset $99.95,https://slickdeals.net/f/13976711-turtle-beach-elite-atlas-aero-wireless-pc-gaming-headset-99-95?src=catpagev2,$99.95,Amazon
Elac Uni-Fi UF5 Floor standing speaker $405.99 each,https://slickdeals.net/f/13976042-elac-uni-fi-uf5-floor-standing-speaker-405-99-each?src=catpagev2,$405.99,
"Samsung - 75"" Class - LED - Q90 Series - 2160p - Smart - 4K UHD TV with HDR $2899",https://slickdeals.net/f/13976261-samsung-75-class-led-q90-series-2160p-smart-4k-uhd-tv-with-hdr-2899?src=catpagev2,"$2,899",Best Buy
"55"" Sony X800H LED UHD Smart TV 55X800H (+$200 eGC) @Dell $798",https://slickdeals.net/f/13975847-55-sony-x800h-led-uhd-smart-tv-55x800h-200-egc-dell-798?src=catpagev2,$798,
$239 - LG SKC9 5.1.2 Soundbar on Overstock.com,https://slickdeals.net/f/13976156-239-lg-skc9-5-1-2-soundbar-on-overstock-com?src=catpagev2,,
"Samsung - 65"" Class - LED - Q60 Series - 2160p - Smart - 4K UHD TV with HDR $799.99",https://slickdeals.net/f/13975499-samsung-65-class-led-q60-series-2160p-smart-4k-uhd-tv-with-hdr-799-99?src=catpagev2,$799.99,Best Buy
"Insignia™ - 10"" Dual Screen Portable DVD Player - Black $110",https://slickdeals.net/f/13975478-insignia-10-dual-screen-portable-dvd-player-black-110?src=catpagev2,$110,Best Buy
iWALK Scorpion 4000X Power Bank 4000 mAh for $6.99,https://slickdeals.net/f/13975064-iwalk-scorpion-4000x-power-bank-4000-mah-for-6-99?src=catpagev2,$6.99,Amazon
GoPro HERO7 Black $229.99,https://slickdeals.net/f/13974584-gopro-hero7-black-229-99?src=catpagev2,$229.99,Target
"Bestbuy.com: Garmin - Drive 51 LM 5"" GPS with Lifetime Map Updates $80 + FREE S&H",https://slickdeals.net/f/13974323-bestbuy-com-garmin-drive-51-lm-5-gps-with-lifetime-map-updates-80-free-s-h?src=catpagev2,,Best Buy
"55"" TCL 55R625 6 Series 4K HDR Roku Smart QLED HDTV",https://slickdeals.net/f/13972400-55-tcl-55r625-6-series-4k-uhd-hdr-roku-smart-qled-hdtv-2019-model-499-99-free-delivery-best-buy?src=catpagev2,$500,Best Buy
Costway Retailer--FREE SHIPPING ON EVERYTHING,https://slickdeals.net/f/13973975-costway-retailer-free-shipping-on-everything?src=catpagev2,,
"LG E9PUA 65"" 4K OLED TV OLED65E9PUA (Authorized Retailer) - $1999",https://slickdeals.net/f/13972826-lg-e9pua-65-4k-oled-tv-oled65e9pua-authorized-retailer-1999?src=catpagev2,"$1,999",
"Samsung 65"" Class - Q7D Series - 4K UHD QLED LCD TV $999.99 at Costco (Members Only) Starts 4/13",https://slickdeals.net/f/13972499-samsung-65-class-q7d-series-4k-uhd-qled-lcd-tv-999-99-at-costco-members-only-starts-4-13?src=catpagev2,$999.99,
Xcentz 3FT Apple MFi Certified Nylon Braided Lightning Cable (Blue) $5.99 AC + FSSS,https://slickdeals.net/f/13973102-xcentz-3ft-apple-mfi-certified-nylon-braided-lightning-cable-blue-5-99-ac-fsss?src=catpagev2,$5.99,Amazon
"65"" Samsung QN65Q60RA Q60 Series 4K UHD HDR Smart QLED HDTV (2019 Model) $799.99 + Free Delivery @ Walmart",https://slickdeals.net/f/13973228-65-samsung-qn65q60ra-q60-series-4k-uhd-hdr-smart-qled-hdtv-2019-model-799-99-free-delivery-walmart?src=catpagev2,$799.99,Walmart
Amazon: Show Mode Charging Dock for Fire HD 8 (Compatible with 7th and 8th Generation Tablets – 2017 and 2018 Releases) $27.99 + FS,https://slickdeals.net/f/13972739-amazon-show-mode-charging-dock-for-fire-hd-8-compatible-with-7th-and-8th-generation-tablets-2017-and-2018-releases-27-99-fs?src=catpagev2,$27.99,Amazon
RAVPower 15000mAh Solar Power Bank Dual USB with Flashlight $19.99 AC + FSSS,https://slickdeals.net/f/13970786-ravpower-15000mah-solar-power-bank-dual-usb-with-flashlight-19-99-ac-fsss?src=catpagev2,$19.99,Amazon
"Olympus M. Zuiko Digital ED 40-150mm f/4-5.6 ""R"" MFT Zoom Lens",https://slickdeals.net/f/13969991-olympus-m-zuiko-digital-ed-40-150mm-f-4-5-6-r-mft-zoom-lens-99-free-shipping?src=catpagev2,$99,Adorama
"Samsung 75"" Class - Q6D Series - 4K UHD QLED LCD TV $1299.99",https://slickdeals.net/f/13969808-samsung-75-class-q6d-series-4k-uhd-qled-lcd-tv-1299-99?src=catpagev2,"$1,299.99",Costco Wholesale
Garmin Vivofit JR 2 Star Wars The Resistance Kids Fitness Activity Tracker - Refurbished - 1 Year Warranty for $27.95 + Free Shipping,https://slickdeals.net/f/13970681-garmin-vivofit-jr-2-star-wars-the-resistance-kids-fitness-activity-tracker-refurbished-1-year-warranty-for-27-95-free-shipping?src=catpagev2,,eBay
Ring Alarm Keypad for $37.49,https://slickdeals.net/f/13969403-ring-alarm-keypad-for-37-49?src=catpagev2,$37.49,Amazon
$1850 - Samsung QN82Q60RAFXZA Flat 82-Inch QLED 4K Q60 Series Ultra HD Smart TV with HDR and Alexa Compatibility (2019 Model),https://slickdeals.net/f/13970303-1850-samsung-qn82q60rafxza-flat-82-inch-qled-4k-q60-series-ultra-hd-smart-tv-with-hdr-and-alexa-compatibility-2019-model?src=catpagev2,"$1,849.75",Amazon
Ring Alarm Motion Detector [Alarm Motion Detector] for $22.49,https://slickdeals.net/f/13969391-ring-alarm-motion-detector-alarm-motion-detector-for-22-49?src=catpagev2,$22.49,Amazon
Kasa Smart Plug Lite 12 Amp 3-Pack (HS103P3) $23.98,https://slickdeals.net/f/13968452-kasa-smart-plug-lite-12-amp-3-pack-hs103p3-23-98?src=catpagev2,$25.16,Amazon
Harmon Kardon Onyx 5 New Bestbuy $109.99,https://slickdeals.net/f/13969220-harmon-kardon-onyx-5-new-bestbuy-109-99?src=catpagev2,$109.99,Best Buy
"LG SM9070 75"" Smart Nano Cell IPS LED TV 75SM9070PUA - $1299",https://slickdeals.net/f/13968713-lg-sm9070-75-smart-nano-cell-ips-led-tv-75sm9070pua-1299?src=catpagev2,"$1,299",
Beats by Dr. Dre Powerbeats3 Wireless Earphones (Black or white) $89.99,https://slickdeals.net/f/13969604-beats-by-dr-dre-powerbeats3-wireless-earphones-black-or-white-89-99?src=catpagev2,$89.99,Best Buy
TaoTronics Wireless Bluetooth Earphones with Mic $14.99 + FS,https://slickdeals.net/f/13968404-taotronics-wireless-bluetooth-earphones-with-mic-14-99-fs?src=catpagev2,$14.99,
BriteLite iDance 50-Watt Portable Bluetooth Speaker $40 + Free shipping,https://slickdeals.net/f/13968896-britelite-idance-50-watt-portable-bluetooth-speaker-40-free-shipping?src=catpagev2,$40,Walmart
Yamaha MusicCast WX-030 wireless speakers $99,https://slickdeals.net/f/13968416-yamaha-musiccast-wx-030-wireless-speakers-99?src=catpagev2,$99,
"Sony 85"" X950G TV - $2999 (auth dealer)",https://slickdeals.net/f/13967981-sony-85-x950g-tv-2999-auth-dealer?src=catpagev2,"$2,999",Greentoe
TELMU 70mm Aperture Refracting budget entry Telescope $52.49,https://slickdeals.net/f/13969052-telmu-70mm-aperture-refracting-budget-entry-telescope-52-49?src=catpagev2,$52.49,Amazon
Sprint: Free femtocell (Casa Pebble) - check email YMMV,https://slickdeals.net/f/13968338-sprint-free-femtocell-casa-pebble-check-email-ymmv?src=catpagev2,,
Belgian Waffle Maker $19.99 at BestBuy,https://slickdeals.net/f/13968470-belgian-waffle-maker-19-99-at-bestbuy?src=catpagev2,,Best Buy
Oculus Rift Refurbished $299,https://slickdeals.net/f/13968200-oculus-rift-refurbished-299?src=catpagev2,$299,
"RAVPower Pioneer 45W Portable Charger Power Bank, type C for $35.4",https://slickdeals.net/f/13967090-ravpower-pioneer-45w-portable-charger-power-bank-type-c-for-35-4?src=catpagev2,$35.40,
Monolith by Monoprice Electrostatic Headphone with Amplifier - $300/free shipping,https://slickdeals.net/f/13967324-monolith-by-monoprice-electrostatic-headphone-with-amplifier-300-free-shipping?src=catpagev2,$299.99,
"Simple Mobile Keep Your Own Phone 3-in-1 Prepaid SIM Kit, Black with $25 eGift Card Promotion: $1 + FS/Prime",https://slickdeals.net/f/13967495-simple-mobile-keep-your-own-phone-3-in-1-prepaid-sim-kit-black-with-25-egift-card-promotion-1-fs-prime?src=catpagev2,,Amazon
